"Customer_ID"	"Customer_Name"	"Gender"	"Date_of_Birth"	"Age"	"Phone"	"Email"	"City"	"State"	"Registration_Date"
"C0101"	"Akshay Banerjee"	"Male"	"1975-04-28"	"51"	"9612219826"	"akshaybanerjee70@outlook.com"	"Kochi"	"Kerala"	"2025-08-06"
"C0102"	"Ritwik Singh"	"Male"	"1999-07-13"	"27"	"9311205828"	"ritwiksingh54@yahoo.com"	"Delhi"	"Delhi"	"2025-08-25"
"C0103"	"Rakesh Nanda"	"Male"	"1994-11-09"	"32"	"9422211236"	"rakeshnanda91@gmail.com"	"Mumbai"	"Maharashtra"	"2024-11-09"
"C0104"	"Ayaanpreet Bedi"	"Male"	"2005-03-26"	"21"	"9751595697"	"ayaanpreetbedi53@icloud.com"	"Pune"	"Maharashtra"	"2024-09-21"
"C0105"	"Neha Patel"	"Female"	"1991-07-15"	"35"	"9855848141"	"nehapatel72@gmail.com"	"Jaipur"	"Rajasthan"	"2024-07-06"
"C0106"	"Naresh Bedi"	"Male"	"2000-07-24"	"26"	"9883939893"	"nareshbedi52@outlook.com"	"Bengaluru"	"Karnataka"	"2025-12-23"
"C0107"	"Jiya Talwar"	"Female"	"1987-07-14"	"39"	"8995602878"	"jiyatalwar50@icloud.com"	"Pune"	"Maharashtra"	"2024-11-04"
"C0108"	"Yuvraj Sandhu"	"Male"	"1993-12-23"	"33"	"9894074394"	"yuvrajsandhu17@gmail.com"	"Hyderabad"	"Telangana"	"2024-10-13"
"C0109"	"Vivek Grover"	"Male"	"1990-06-19"	"36"	"9055404777"	"vivekgrover28@gmail.com"	"Bengaluru"	"Karnataka"	"2022-03-19"
"C0110"	"Anika Verma"	"Female"	"2004-03-20"	"22"	"8972935464"	"anikaverma79@icloud.com"	"Delhi"	"Delhi"	"2025-06-05"
"C0111"	"Sunil Chawla"	"Male"	"1986-07-27"	"40"	"9139441139"	"sunilchawla52@outlook.com"	"Chandigarh"	"Punjab"	"2024-04-22"
"C0112"	"Anand Bhonsle"	"Male"	"2007-02-07"	"19"	"9507080997"	"anandbhonsle14@icloud.com"	"Pune"	"Maharashtra"	"2024-07-03"
"C0113"	"Dharmendra Khanna"	"Male"	"1997-01-09"	"29"	"9255291367"	"dharmendrakhanna48@icloud.com"	"Hyderabad"	"Telangana"	"2022-04-02"
"C0114"	"Chetan Sarin"	"Male"	"1999-09-13"	"27"	"9726050868"	"chetansarin83@icloud.com"	"Bengaluru"	"Karnataka"	"2022-11-27"
"C0115"	"Simran Deshmukh"	"Female"	"1975-10-11"	"51"	"9407361367"	"simrandeshmukh88@yahoo.com"	"Lucknow"	"Uttar Pradesh"	"2022-03-17"
"C0116"	"Hitesh Pandit"	"Male"	"1983-09-16"	"43"	"9344197747"	"hiteshpandit57@outlook.com"	"Chennai"	"Tamil Nadu"	"2022-08-17"
"C0117"	"Sneha Verma"	"Female"	"1995-10-14"	"31"	"9336093207"	"snehaverma71@outlook.com"	"Hyderabad"	"Telangana"	"2023-01-08"
"C0118"	"Navya Nair"	"Female"	"1993-08-04"	"33"	"9629731881"	"navyanair82@gmail.com"	"Chennai"	"Tamil Nadu"	"2022-03-14"
"C0119"	"Diya Verma"	"Female"	"2003-06-23"	"23"	"9941721115"	"diyaverma38@icloud.com"	"Chennai"	"Tamil Nadu"	"2025-01-14"
"C0120"	"Neeraj Bhatia"	"Male"	"1989-12-10"	"37"	"9006137772"	"neerajbhatia15@yahoo.com"	"Ahmedabad"	"Gujarat"	"2024-10-12"
"C0121"	"Urmila Beniwal"	"Female"	"1998-02-05"	"28"	"9972854667"	"urmilabeniwal65@yahoo.com"	"Lucknow"	"Uttar Pradesh"	"2024-11-03"
"C0122"	"Swara Bhardwaj"	"Female"	"1997-03-22"	"29"	"9521438618"	"swarabhardwaj14@gmail.com"	"Ahmedabad"	"Gujarat"	"2025-06-02"
"C0123"	"Sandeep Nayak"	"Male"	"2008-08-27"	"18"	"9799444350"	"sandeepnayak66@outlook.com"	"Pune"	"Maharashtra"	"2025-03-14"
"C0124"	"Anika Joshi"	"Female"	"2008-02-27"	"18"	"9412517997"	"anikajoshi82@icloud.com"	"Mumbai"	"Maharashtra"	"2025-03-16"
"C0125"	"Meera Iyer"	"Female"	"1997-07-10"	"29"	"8895869600"	"meeraiyer30@outlook.com"	"Bengaluru"	"Karnataka"	"2022-12-16"
"C0126"	"Lingaraj Patnaik"	"Male"	"1975-11-05"	"51"	"9915738220"	"lingarajpatnaik28@yahoo.com"	"Hyderabad"	"Telangana"	"2025-08-29"
"C0127"	"Vimal Krishnan"	"Male"	"1993-07-08"	"33"	"9530592734"	"vimalkrishnan73@yahoo.com"	"Delhi"	"Delhi"	"2023-07-07"
"C0128"	"Sakshi Sharma"	"Female"	"1982-06-28"	"44"	"9902988642"	"sakshisharma16@icloud.com"	"Chennai"	"Tamil Nadu"	"2024-02-19"
"C0129"	"Vinay Chitale"	"Male"	"1997-06-12"	"29"	"8942356404"	"vinaychitale42@yahoo.com"	"Jaipur"	"Rajasthan"	"2024-03-19"
"C0130"	"Nikhil Agarwal"	"Male"	"2006-12-01"	"20"	"9481879227"	"nikhilagarwal20@yahoo.com"	"Chennai"	"Tamil Nadu"	"2022-09-01"
"C0131"	"Saisha Dabas"	"Female"	"2007-01-15"	"19"	"9678263927"	"saishadabas45@gmail.com"	"Jaipur"	"Rajasthan"	"2024-03-04"
"C0132"	"Sunandan Kannan"	"Male"	"2003-07-03"	"23"	"9007466613"	"sunandankannan77@yahoo.com"	"Chandigarh"	"Punjab"	"2024-04-15"
"C0133"	"Saanvi Patel"	"Female"	"1970-06-24"	"56"	"9825971757"	"saanvipatel17@yahoo.com"	"Mumbai"	"Maharashtra"	"2023-02-18"
"C0134"	"Pankaj Kashyap"	"Male"	"2003-12-15"	"23"	"9339874154"	"pankajkashyap85@icloud.com"	"Pune"	"Maharashtra"	"2023-08-26"
"C0135"	"Radhika Malhotra"	"Female"	"1993-07-18"	"33"	"8935473028"	"radhikamalhotra29@gmail.com"	"Kolkata"	"West Bengal"	"2024-07-26"
"C0136"	"Karthikeyan Subramanian"	"Male"	"1998-02-28"	"28"	"9966236243"	"karthikeyansubramanian57@outlook.com"	"Hyderabad"	"Telangana"	"2025-01-08"
"C0137"	"Saanvi Anand"	"Female"	"2008-04-01"	"18"	"9413314135"	"saanvianand33@outlook.com"	"Kochi"	"Kerala"	"2024-06-27"
"C0138"	"Ritvik Choudhury"	"Male"	"1983-11-20"	"43"	"9039381375"	"ritvikchoudhury28@outlook.com"	"Chandigarh"	"Punjab"	"2024-06-04"
"C0139"	"Mithilesh Jha"	"Male"	"2008-10-19"	"18"	"9185342978"	"mithileshjha82@outlook.com"	"Bengaluru"	"Karnataka"	"2024-03-10"
"C0140"	"Pooja Singh"	"Female"	"2003-04-09"	"23"	"9156417897"	"poojasingh90@gmail.com"	"Lucknow"	"Uttar Pradesh"	"2024-07-12"
"C0141"	"Ishaan Shetty"	"Male"	"1996-07-13"	"30"	"9360152508"	"ishaanshetty32@icloud.com"	"Kochi"	"Kerala"	"2024-08-03"
"C0142"	"Kavya Deshmukh"	"Female"	"2002-02-05"	"24"	"8984333318"	"kavyadeshmukh16@gmail.com"	"Hyderabad"	"Telangana"	"2025-08-12"
"C0143"	"Omveer Dahiya"	"Male"	"2004-10-09"	"22"	"9565208104"	"omveerdahiya29@outlook.com"	"Mumbai"	"Maharashtra"	"2022-04-01"
"C0144"	"Santhosh Nayak"	"Male"	"1994-01-18"	"32"	"9913987953"	"santhoshnayak38@outlook.com"	"Bengaluru"	"Karnataka"	"2024-11-20"
"C0145"	"Girish Naidu"	"Male"	"2006-05-03"	"20"	"9891756788"	"girishnaidu95@yahoo.com"	"Jaipur"	"Rajasthan"	"2022-03-10"
"C0146"	"Pooja Nair"	"Female"	"1975-06-19"	"51"	"9666299790"	"poojanair89@outlook.com"	"Bengaluru"	"Karnataka"	"2024-11-30"
"C0147"	"Umang Shroff"	"Male"	"1999-06-21"	"27"	"9144237128"	"umangshroff79@yahoo.com"	"Kolkata"	"West Bengal"	"2022-08-07"
"C0148"	"Kavya Kapoor"	"Female"	"1997-06-07"	"29"	"9163493171"	"kavyakapoor93@icloud.com"	"Pune"	"Maharashtra"	"2023-10-21"
"C0149"	"Saanvi Nair"	"Female"	"1985-08-07"	"41"	"9311402488"	"saanvinair66@outlook.com"	"Hyderabad"	"Telangana"	"2022-04-04"
"C0150"	"Riya Gupta"	"Female"	"1997-01-05"	"29"	"9259897921"	"riyagupta21@yahoo.com"	"Chennai"	"Tamil Nadu"	"2023-05-03"
"C0151"	"Lokesh Shinde"	"Male"	"1999-01-01"	"27"	"8899017728"	"lokeshshinde38@gmail.com"	"Kochi"	"Kerala"	"2025-04-08"
"C0152"	"Saanvi Verma"	"Female"	"1981-05-04"	"45"	"9780840983"	"saanviverma78@gmail.com"	"Mumbai"	"Maharashtra"	"2022-08-04"
"C0153"	"Ravishankar Narayanan"	"Male"	"1992-11-07"	"34"	"9933318235"	"ravishankarnarayanan77@yahoo.com"	"Pune"	"Maharashtra"	"2025-11-03"
"C0154"	"Riya Mehta"	"Female"	"1996-10-08"	"30"	"9025269229"	"riyamehta85@gmail.com"	"Lucknow"	"Uttar Pradesh"	"2022-09-07"
"C0155"	"Tanvi Deshmukh"	"Female"	"1988-12-16"	"38"	"9523322814"	"tanvideshmukh38@icloud.com"	"Kochi"	"Kerala"	"2024-02-13"
"C0156"	"Nikhil Sinha"	"Male"	"1990-01-08"	"36"	"9940284110"	"nikhilsinha51@gmail.com"	"Jaipur"	"Rajasthan"	"2022-03-21"
"C0157"	"Aanya Joshi"	"Female"	"2005-03-27"	"21"	"9116596768"	"aanyajoshi40@outlook.com"	"Hyderabad"	"Telangana"	"2022-10-06"
"C0158"	"Arnav Pandey"	"Male"	"1974-03-21"	"52"	"9444632634"	"arnavpandey64@yahoo.com"	"Ahmedabad"	"Gujarat"	"2025-10-31"
"C0159"	"Vishwajeet Bhandari"	"Male"	"2008-07-01"	"18"	"9994781857"	"vishwajeetbhandari22@gmail.com"	"Bengaluru"	"Karnataka"	"2022-01-25"
"C0160"	"Himanshu Chaudhary"	"Male"	"1966-11-10"	"60"	"9612734765"	"himanshuchaudhary23@gmail.com"	"Chennai"	"Tamil Nadu"	"2022-03-02"
"C0161"	"Aditi Malhotra"	"Female"	"1989-06-08"	"37"	"9702674767"	"aditimalhotra99@yahoo.com"	"Bengaluru"	"Karnataka"	"2025-03-09"
"C0162"	"Pooja Choudhary"	"Female"	"1971-08-23"	"55"	"9092187946"	"poojachoudhary35@icloud.com"	"Hyderabad"	"Telangana"	"2023-12-06"
"C0163"	"Ansh Chawdhury"	"Male"	"1998-08-21"	"28"	"9409070224"	"anshchawdhury24@yahoo.com"	"Jaipur"	"Rajasthan"	"2022-11-05"
